,pdbid,smiles
6104,2v5a,Nc1[n]cc2cc(c([n]c2[n]1)N1CCCC1)c1ccccc1
4915,2k2g,c1(cc2c(cc1)c1c(s2)cccc1)S(=O)(=O)N[C@@H](C(C)C)[C-](=O)=O
2134,4i4f,CN1c2ccc(NCc3ccc(cc3)C(C)(C)C)cc2c2c(cnn2C)S1(=O)=O
7533,3ms7,[C@H]1(NC(=S)/N=N/Cc2c(Cl)cccc2)[C@H](O)[C@H]([C@H](O)[C@H](O1)CO)O
394,4o77,Fc1ccc(c2c(c3cc[n]cc3)nc(c3ccc(O)cc3)[nH]2)cc1
9455,2r9x,c12ccccc1cccc2C[C@H](C[C-](=O)=O)N1C(=O)c2cc([C-](=O)=O)ccc2C1=O
11250,4azb,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O/C/1=N\OC(=O)Nc1ccccc1
10271,4yik,c1ccccc1[C@]1([P](=O)(=O)=O)O[C@H]2[C@@H](CO1)O[C@H](C2)n1cc(c(=O)[nH]c1=O)/C=C/[P](=O)(=O)=O
5239,4j79,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)CCC(=O)N)C(C)C)Cc1nc[nH]c1)C(C)C)CCCC[NH3+])CC[C-](=O)=O
5960,4a7j,[NH3+][C@H](C(=O)N[C@@H](CCC[NH]=[C+](=[NH]C)=[NH]C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)[C@H](O)C)CCC(=O)N)CCCC[NH3+])[C@H](O)C)C
487,4y7r,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C(C)C)CO)C(C)C)C(C)C)C[C-](=O)=O)[C@H](CC)C)CC[C-](=O)=O)CC[C-](=O)=O
287,2zis,c1n(c([C@](c2cc3cc(cc(c4cccc(c4)C#N)c3o2)N(=O)=O)(c2ccc(C#N)cc2)O)cn1)C
4183,3vp2,S=CCc1nnc(N)s1
3495,4qvm,[n]1c(c[n]cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)B(O)O
9805,1uj6,C(O)[C@@H](O)[C@H](O)[C@H](O)CO[P](=O)(=O)=O
11053,4lyw,CCc1c([nH]c(c1C(=O)C)C)C(=O)Nc1cc(ccc1O)S(=O)(=O)N(CC)CC
11743,1sld,C(=O)(C)N[C@@H]1C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CSSC1)Cc1ccccc1)CCC(=O)N)CCC2)Cc1[nH]cnc1
3689,1u3q,c1(cc2c(cc1)c(no2)c1c(cc(cc1)O)O)O
4888,4awm,Oc1c(O)c(O)cc([C@@H]2[C@@H](Cc3c(cc(cc3O)O)O2)OC(=O)c2cc(c(c(c2)O)O)O)c1
6559,2yde,[C-](=O)(=O)[C@H](CC[C-](=O)=O)O
6097,2v10,COCCCOc1cc(ccc1OC)C[C@H](C(C)C)C[C@H]([NH3+])[C@@H](O)C[C@@H](C)C(=O)N/C=C/CC
8450,3h9f,c12c(c[n]c([n]1)Nc1c(cc(N3CCC(O)CC3)cc1)OC)N(C)C(=O)CCN2C1CCCC1
11901,4e70,c1cc(O)c(OC)cc1/C=C/CO
3699,1u9v,C1C[N@@H+](CC[N@H+]1CCn1cnc2c1[n]c([n]c2NC1CCCCC1)C=N)C
1555,1nmk,CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCC[C@H]([NH2+]2)C(=O)O[C@@H](C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O)/C(=C/CO)/C
10460,1stc,c1cccc2n3c4c5n(c6ccccc6c5c5C(=O)NCc5c4c12)[C@H]1C[C@H]([C@H]([C@@]3(O1)C)OC)[NH2+]C
8738,2gj4,O[C@@H]1c2c(cccc2)C[C@H]1NC(=O)c1cc2c(sc(c2)Cl)[nH]1
2459,5alp,c1ccc(cc1)[C@H]1CN(CCS1)C(=O)Nc1ccc(cc1)N(=O)=O
6128,2oz6,P1(=O)(=O)OC[C@H]2O[C@H]([C@@H]([C@@H]2O1)O)n1cnc2c(N)ncnc12
5185,2xkf,COc1cc(c2c[n]c(N)c(N3CCC([C-](=O)=O)CC3)[n]2)cc(OC)c1OC
11187,3d4y,c12n([C@@H]([C@H]([C@H](O)[C@@H]2O)O)CO)ccn1
705,3tww,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N)CCC[NH]=[C+](=[NH2])=[NH2])Cc2ccccc2)CO)CCC(=O)N)C[C-](=O)=O)CCC1)CO)CCC(=O)N)CCC[NH]=[C+](=[NH2])=[NH2])CCC(=O)N
11349,4lhv,[P](=O)(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(=O)[nH][c+](=[NH2])[nH]c12
2157,4l7j,c1(c(ccc[n]1)C#N)N1CC[C@@H]2[C@](c3c(cc(cc3)F)F)(C1)N[C+](=[NH2])O2
7432,2fci,C(=O)(C)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N)CC[C-](=O)=O)CCC2)C[C-](=O)=O)C)Cc2ccc(cc2)O[P](=O)(=O)=O)CCC1)CO)CC[C-](=O)=O)Cc1ccc(cc1)O[P](=O)(=O)=O)C(C)C)CC[C-](=O)=O)[C@H](O)C)C[C-](=O)=O
6258,3kn0,c1c[n]c(N)c(c1)CCc1cc(ccc1)C[N+](Cc1occc1)C
11011,1nu3,CCCC(CCC)C(=O)N
7286,4pns,c1c2c(c(N)ccc2oc(=O)c1)I
812,4m3d,O=S(=O)(c1ccccc1)NCC#Cc1ccc(cc1)C(=O)NCCC(F)(F)F
4517,2ax6,FC(F)(F)c1cc(ccc1N(=O)=O)NC(=O)C(C)(C)O
1884,3vyf,[C@H]1(C[NH2+]C[C@@H](C1)[N+]1CC(=O)N(CC1(C)C)c1c(cccc1)Cl)C(=O)NC(CC(C)C)CC(C)C
8276,4es0,[NH3+]CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NC[C-](=O)=O)CC[C-](=O)=O)CO)CCC[NH]=[C+](=[NH2])=[NH2])C)CS
2686,1aze,[NH3+][C@H](C(=O)N1[C@H](C(=O)N2[C@H](C(=O)N3[C@H](C(=O)N[C@H](C(=O)N4[C@H](C(=O)N5[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)CCC[NH]=[C+](=[NH2])=[NH2])CCC[NH]=[C+](=[NH2])=[NH2])CCC[NH]=[C+](=[NH2])=[NH2])CCC5)CCC4)C(C)C)CCC3)CCC2)CCC1)C(C)C
116,2lp8,C(=O)(C)NCC(=O)N[C@@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CCC[NH]=[C+](=[NH2])=[NH2])CC(=O)N)[C@H](CC)C)CSCC(=O)Nc2ccc(/N=N/c3ccc(NC(=O)CSC1)c([S](=O)(=O)=O)c3)cc2[S](=O)(=O)=O)C[C-](=O)=O)Cc1ccccc1)C)C)CC(C)C)C)CCC[NH]=[C+](=[NH2])=[NH2])C(C)C
5831,3rvi,c1(c(cccc1)C)c1ccc2[n]c(c(C[C@H](C(=O)NCC3CCCCC3)CCC)cc2c1)N
5823,3rum,[NH3+][C@H]1C(=O)N[C@H]2C(=O)N[C@@H](c3cc(c(c(O)c3)C)Oc3cc1ccc3O)C(=O)N[C@H]1C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](c4cc(cc(c4c4cc3ccc4O)O)O)C(=O)OC)[C@H](O)c3ccc(cc3)Oc3c(c(Oc4ccc([C@H]2O)cc4)cc1c3)O
6601,5auw,c1c(c2c(cc1O)oc(c(c2=O)O)c1ccc(c(c1)O)O)O
6200,4izm,[NH3+][C@H]([C-](=O)=O)C[C-](=O)=O
5853,3nk8,FC(F)(F)c1c2c([nH]c(=O)c1)CCC2
10916,4v01,n1c2cccnn2c(c1)C#Cc1c(ccc(c1)C(=O)Nc1ccc(c(c1)C(F)(F)F)C[N@H+]1CC[N@@H+](CC1)C)C
7298,4pr5,[NH3+][C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)Cc2ccc(cc2)O)CC[C-](=O)=O)Cc2ccccc2)Cc2ccc(cc2)O)C[C-](=O)=O)C)C[C-](=O)=O)C(C)C)CCC1)Cc1nc[nH]c1
10733,3vje,C=C(CC[C@]12O[C@H]([C-](=O)=O)[C@@](O)([C-](=O)=O)[C@@](O1)([C-](=O)=O)[C@H](OC(=O)/C=C/[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](OC(=O)C)[C@H](C)Cc1ccccc1
2101,3el7,c12c(c([n]c[n]1)N)c(nn2C1CCCC1)Cc1cc(ccc1)NC(=O)Nc1cc(ccc1)C(F)(F)F
11339,4l19,O=c1c2c(CCC2)nc([nH]1)SCc1ccc(C)cc1
1070,2iqg,N(C(=O)c1cc(C(=O)N(CCC)CCC)cc(C)c1)[C@@H](Cc1cc(cc(c1)F)F)[C@@H](C[NH2+]Cc1cccc(c1)I)O
4882,4aw8,COCCO[C@@H]1COCCOC[C@H]1OCCOC
11864,2qd6,c12OCOc1cc(cc2)S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@@H](NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)Cc1ccccc1
3634,3lc5,c12c(cccc1O[C@H](c1ccccc1)c1onc(n1)c1ccccc1)sc(c2)[C+](=[NH2])=[NH2]
212,4ruu,C1(CCCC(=C1/C=C/C(=C/C=C/C(=C/C)/C)/C)C)(C)C
11009,1no6,O=[C-](=O)C(=O)N(c1ccccc1[C-](=O)=O)c1cccc2c1cccc2
5658,4l2k,c1c2OCOc2ccc1c1oc2ccccc2c(=O)c1
3815,4pul,[nH]1c(nc2cc3c(cc12)[nH][c+](=[NH2])[nH]c3=O)NC
11654,3bxe,[P](=O)(=O)(=O)OCC(=O)CO
3417,3o0g,Clc1ccc(Nc2nc(N)c(C(=O)c3cccc(c3)N(=O)=O)s2)cc1
4846,7gch,C(F)(F)(F)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)C)CC(C)C
2479,2yj9,[C@H]1(C(=O)NC2(C=N)CC2)N(C[C@@H](C1)S(=O)(=O)c1c(cccc1)Cl)C(=O)C1(CC1)c1ccc(cc1)C(F)(F)F
5372,3avh,N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C1=O)C[C-](=O)=O)CC(C)C)CC(=O)N)C[C-](=O)=O)[C@H](CC)C)CCCC[NH3+])CCC[NH]=[C+](=[NH2])=[NH2])C
1411,4nks,Cc1cc(CNc2[n]ccc(Nc3cc(CCc4ccccc4)n[nH]3)[n]2)on1
10949,3iqu,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CO[P](=O)(=O)=O)C(=O)N[C@H]([C-](=O)=O)[C@H](O)C)[C@H](O)C)CO)CCC[NH]=[C+](=[NH2])=[NH2])CCC(=O)N
9169,3eqy,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H]([C-](=O)=O)CCC1)CO)CC(C)C)CC(C)C)CC(=O)N)Cc1c[nH]c2c1cccc2)Cc1ccc(cc1)O)CC[C-](=O)=O)C)Cc1ccccc1)CO)[C@H](O)C
11680,1jn4,P(=O)(=O)(OC[C@H]1O[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H]1O)OP(=O)(=O)O[C@@H]1[C@@H](CO)O[C@H](C1)n1ccc(=O)[nH]c1=O
5792,1ao8,[nH]1[c+](=[NH2])[nH][c+](=[NH2])c2[n]c(c[n]c12)CN(C)c1ccc(cc1)C(=O)N[C@H]([C-](=O)=O)CC[C-](=O)=O
286,2zir,c1n(c([C@](c2cc3cc(cc(c4ccccc4)c3o2)C(=O)N[NH+]2CCOCC2)(c2ccc(cc2)Cl)O)cn1)C
11280,4zj4,[NH3+][C@@H]1C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)CSSC1)Cc1ccccc1)CC(C)C)C)C)Cc1ccccc1)CCC[NH]=[C+](=[NH2])=[NH2])C)CCC2
9506,3p8p,[C-](=O)(=O)[C@@H]([NH3+])CCC/[NH]=[C+](\[NH2])/CCCC
4773,2pv3,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1ccccc1)[C@H](CC)C)C[C-](=O)=O)Cc1c[nH]c2c1cccc2)Cc1ccccc1)CCCC[NH3+])CC(C)C)[C@H](O)C)Cc1ccccc1)CC(=O)N
6967,3chr,[NH3+]CCCC(=O)Nc1ccc(cc1)OCc1ccccc1
9438,2qwb,[C-](=O)(=O)[C@]1(C[C@@H]([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O1)NC(=O)C)O)O
10800,4h3j,C1(=O)N([C+](=[NH2])N[C@@]2([C@H]1CN(C2)c1ccccc1)c1ccc(s1)c1cc(c(cc1)F)C#N)C
8344,3ws9,c1ccc(cc1)n1c2ccc(cc2nc1CCc1ncc2cccnn12)C
6877,4uy1,Cc1cc(c(C)s1)c1cc(n[nH]1)C(=O)N
3800,4pry,C(=O)(C)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C[C-](=O)=O)[C@H](O)C)CC[C-](=O)=O)CC(C)C
8040,3mb6,c1c2c(cc3c1ccc1c3cc(o1)[C-](=O)=O)oc(c2)[C-](=O)=O
6482,1xoe,[C@@H]1([C@@H]([NH2+][C@H](C1)[C-](=O)=O)[C@@H](NC(=O)C)CC(C)C)C(=O)OC
7352,2i1m,c1(ccc(CO)cc1NC(=O)c1ccc(C#N)o1)N1CCC(CC1)C
9070,1n9a,C1CN(CC(=C1C#N)c1c2c(ccc1)cccc2)C(=O)Cc1n(Cc2ccc(cc2)C#N)cnc1
8481,1lxh,[NH3+][C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H]1C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N[C@H](C(=O)O)Cc4ccc(cc4)O)CCC3)[C@H](O)C)C[C-](=O)=O)CCC2)CSSC1)[C@H](O)C)Cc1ccc(cc1)O)Cc1ccc(cc1)O)C(C)C)Cc1c[nH]c2c1cccc2)Cc1nc[nH]c1)CCCC[NH3+])Cc1c[nH]c2c1cccc2)CCC[NH]=[C+](=[NH2])=[NH2])Cc1ccc(cc1)O
7470,4b78,COc1ccc(cc1)[C@]1(C[C@H]([C+](=[NH2])N1)OC)c1cccc(c1)c1ccc[n]c1
686,1ff1,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)CC(C)C)Cc2ccccc2)CCC1)CC(=O)N)[C@H](O)C)CO
9333,4pmm,c1cc(cc(OC)c1n1cnc(c1)C)c1cn(CC(=O)Nc2n(nc(c2)[C@@H]2C=C2)c2ccccc2)nn1
6731,3amb,[N+]1(CCN(CC1)c1cc([n]c([n]1)Sc1ccc(cc1)NC(=O)C1CC1)Nc1cc([nH]n1)C)C
11294,4ovf,Clc1cc2c(cc1)[nH]c1c2CC[C@H](C1)[C-](=O)=O
5195,3b9s,c1[n]ccc([n]1)c1ccccc1
8123,3bl7,Fc1ccccc1C[N@@H+]1CC[C@@H](CC1)COc1c2c(N)[n]c(N)[n]c2ccc1
3931,3k22,C[C@@H](NC(=O)c1cccc(n2ncc3c(NCC(O)(C(F)(F)F)C(F)(F)F)cc(C)cc23)c1)C(=O)N
1569,1nq0,c1(cc(c(c(c1)I)Oc1cc(c(cc1)O)I)I)C[C-](=O)=O
10072,3gus,OCCCCCCSc1c2nonc2c(cc1)N(=O)=O
6505,4p44,O=[C-](=O)CC[C@@H]([C-](=O)=O)NP(=O)(=O)OC[C@@H]([C-](=O)=O)NC(=O)[C@H]([C@H](C)CC)NC(=O)c1ccc(F)cc1
11450,4br3,C[N](=c1ccn(cc1)Cc1ccc(cc1)c1ccc(cc1)Cn1c2ncnc2c(N)nc1)C
6236,3kec,c1c(cc(C(=O)NCc2ccc(cc2)[C-](=O)=O)cc1)c1nn(nn1)Cc1ccc(cc1)OC
9153,1opi,[NH2+]1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C[C-](=O)=O)CCC(=O)N)CC(=O)N)Cc2c[nH]c3c2cccc3)CCC[NH]=[C+](=[NH2])=[NH2])CO)CCC[NH]=[C+](=[NH2])=[NH2])CCCC[NH3+])CCC[NH]=[C+](=[NH2])=[NH2])CCCC[NH3+])CCCC[NH3+])CO)CCC1
10416,1lkk,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)[C@H](CC)C)CC[C-](=O)=O)CC[C-](=O)=O)Cc1ccc(cc1)O[P](=O)(=O)=O
4502,3r9h,c1(c(nc(s1)Nc1ccc(cc1)S(=O)(=O)N)N)C(=O)Nc1c(cccc1F)F
11141,3hub,CN(C)C(=O)C(=O)c1c2cc(c(cc2n(c1)C)Cl)C(=O)N1[C@@H](C[N@H+]([C@H](C1)C)Cc1ccc(F)cc1)C
10562,3s72,NS(=O)(=O)c1[nH]c2ccccc2n1
9074,1oe0,P(=O)(=O)(OP(=O)(=O)O[P](=O)(=O)=O)OC[C@H]1O[C@H](C[C@@H]1O)n1c(=O)[nH]c(=O)c(C)c1
3352,2xp6,O=[C-](=O)c1c(nc([nH]1)c1cc(ccc1)Cl)C
6449,2mpa,N(C(=O)C)[C@@H]([C@H](O)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSCC(=O)Nc1ccc(C2c3c(Oc4cc(O)ccc24)cc(O)cc3)c(c1)[C-](=O)=O)C(=O)N)CC(C)C)CC(=O)N)CC(=O)N)CC(=O)N)[C@H](O)C)C[C-](=O)=O)CCCC[NH3+]
4293,3oys,NS(=O)(=O)c1ccc(cc1)NC(=O)Cc1ccccc1
5688,3g3m,Fc1c(=O)[nH]c(=O)n(c1)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO[P](=O)(=O)=O
8057,2xdw,c1ccccc1COC(=O)N1[C@H](C(=O)N2[C@H](CO)CCCC2)CCC1
3232,2wnl,c1cc[n]cc1C(=O)CCCC[NH3+]
8526,1k9r,C(=O)(C)N1[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N3[C@H](C(=O)N[C@H]([C-](=O)=O)Cc4ccc(cc4)O)CCC3)CCC2)CC(C)C)CCC1
10822,2uxz,c1(ccccc1)C[C@@](CCC[N@H+](Cc1ccc(cc1)Br)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)(O)C(=O)N[C@H]1c2c(cccc2)C[C@H]1O
10950,3isj,COc1ccc2[nH]c(cc2c1)C(=O)NS(=O)(=O)C
6491,1xp0,CCOc1ccc(cc1c1[nH]c(=O)c2n(n1)c([nH]c2C)CCC)S(=O)(=O)N1CC[NH+](CC1)CC
6749,2g1r,c1([n]c([n]c(c1c1ccc2c(c1)N(C(=O)C(O2)(C)C)CCNC(=O)C)CC)N)N
763,3pa8,C(=O)(C)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)C)CC(C)C)CO
411,4obo,Clc1cc(ccc1)c1ccc2c(c1)c([n]c[n]2)N
11809,3pd9,[nH]1oc2C[NH2+][C@@H]([C-](=O)=O)Cc2c1=O
6874,4uxj,P(=O)(=O)(OP(=O)(=O)O[P](=O)(=O)=O)OC[C@H]1O[C@H](C[C@@H]1O)n1c(=O)[nH]c(=O)c(C)c1
2944,1me4,OCC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
11885,3e62,c12cc(ccc2n[nH]c1N)Br
11415,5cap,c12c[n]c(cc1n(C(C)C)c(n2)C)Nc1cc[n]c([n]1)OCC(C)(C)S(=O)(=O)C
2247,4fem,[C@H]12[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O[C@@H]2[C@@H]([C@H]([C@H](O[C@@H]3[C@@H]([C@H]([C@H](O[C@@H]4[C@@H]([C@H]([C@H](O[C@@H]5[C@@H]([C@H]([C@H](O[C@@H]6[C@@H]([C@H]([C@H](O1)[C@@H](CO)O6)O)O)[C@@H](CO)O5)O)O)[C@@H](CO)O4)O)O)[C@@H](CO)O3)O)O)[C@@H](CO)O2)O)O)O)O
2711,2jkm,CC(C)NS(=O)(=O)c1ccccc1Nc1[n]c([n]cc1Cl)Nc1c(cc(cc1)N1C[C@@H](CC1)[NH2+]C)OC
11249,4az5,O[C@H]1[C@H](O)[C@H]2[NH2+][C@H](C)S[C@H]2O[C@@H]1CO
8198,5ea4,C(n1c(=O)n(C2CC2)c2CC[NH2+]Cc12)c1nc2c(n1CCCS(=O)(=O)C)CC=C(C2)Br
8080,1wkm,[NH3+][C@H]([C-](=O)=O)CCSC
5691,3g45,c1c2c([n]cc1)c(cc(c2)Cc1cc[n]cc1)c1cc(ccc1)N(=O)=O
3128,1s4d,[NH3+][C@@H](CCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)[n]c[n]c12)[C-](=O)=O
1985,4u5u,c1ccc(c2cccc(c2)C[NH2+][C@H](C(=O)N)CCCC[NH3+])c[n]1
5632,1t4s,[NH3+][C@H]([C-](=O)=O)C(C)C
1460,5bui,c1(N2Cc3c(c4ccc(cc4)F)[nH]nc3CC2)cccc[n]1
4518,2axi,[S](=O)(=O)(=O)CCC[NH+]1CCOCC1
11162,2yi0,n1nc(c(c2ccc(cc2)OC)s1)c1c(cc(c(c1)Cl)O)O
10145,2pvu,[NH3+][C@H]([C-](=O)=O)CCCC[NH3+]
4422,4loq,C1C[NH2+]CCC1n1cnc(c2ccc(cc2)F)c1c1cc[n]c([n]1)N
5136,4ede,C1(CCCC(=C1/C=C\C(=C\C=C/C(=C/C)/C)\C)C)(C)C
10185,2y7p,[C-](=O)(=O)c1c(cccc1)O
3472,1w12,N([C@@H]1C(=O)N(CC(=O)N[C@H](C=O)CCC[NH]=[C+](=[NH2])=[NH2])c2c(C(=N1)c1ccccc1)cccc2)S(=O)(=O)Cc1ccccc1
6962,3ds9,O=N(=O)c1ccc(c(c1)N(=O)=O)NCC[C@H]([NH3+])C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CC(C)C)CCSC)CC[NH3+])[C@H](O)C)Cc1c[nH]c2c1cccc2)CCC[NH]=[C+](=[NH2])=[NH2]
752,1p05,[NH3+][C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@@H](CCCC)B(O)O)CCC1)C)C
9924,2fqw,n1(c2nc[nH]c(=O)c2nc1)[C@@H]1O[C@H](CO)[C@H]([C@H]1O)O
1983,4u5l,C([NH2+][C@H](C(=O)N)CCCC[NH3+])c1ccc(cc1)c1c[n]ccc1
7858,4os4,[NH3+]CC(=O)N[C@H]1C[C@@H]2CSSC[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC1=O)C)CC(C)C)CCC[NH]=[C+](=[NH2])=[NH2])C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CC(C)C)CSS2)CCC[NH]=[C+](=[NH2])=[NH2])Cc1nc[nH]c1)CC(=O)N)CC[C-](=O)=O
9539,2buv,c1(cc(O)c(O)cc1)[C-](=O)=O
9849,3rdv,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)Cc1ccc(cc1)O)CS)C[C-](=O)=O)CCCC[NH3+])Cc1c[nH]c2c1cccc2)CO)C[C-](=O)=O
7879,4cby,C(=O)([C@H]1[C@@H]([C@H]1c1ccccc1)c1ccc(cc1)c1ocnc1)NO
2865,1dth,c1ccc(cc1)C[C@@H](C(=O)NC)NC(=O)[C@H](CC(C)C)[C@H](CSc1sccc1)C(=O)NO
5038,5aiv,COCCCNC(=O)c1nc(no1)c1cccc2c1cc[nH]2
10262,4y59,c1cc2c(cc(c3cccc(C(F)(F)F)c3)o2)c(=O)[nH]1
7126,3wci,O=[P](=O)(=O)C([P](=O)(=O)=O)(O)Cn1cn(cc1)CCCCCCCCCCCCCCC
4728,3h0q,c12c(ccc([n]1)C)cc(CC1CCN(CC1)C(=O)c1c3c([n]c(c1)c1ccccc1)cccc3)cc2
2892,1o4n,[C-](=O)(=O)[C-](=O)=O
186,1rdl,[C@H]1([C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O
10413,1li2,c1(ccccc1)O
9002,1pwy,C(O)COCn1cnc2c(=O)[nH]c(N)nc12
689,1fig,[C@]12(C=C[C@@H](O)[C@@H](C1)O[C@@H](C2)[C-](=O)=O)[C-](=O)=O
10386,4qfl,[NH3+][C@H](C(=O)N[C@H]([C-](=O)=O)Cc1ccccc1)C
4268,3osw,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1
281,2zg3,[C-](=O)(=O)[C@H]1C[C@@H]([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O1)NC(=O)C)O
10533,3n35,O1[C@H](O)[C@H](NC(=O)C)[C@@H](O)[C@@H](O)[C@H]1CO
